arrived_at,num_prefill_tokens,num_decode_tokens
1679.389,7145,24
1679.389,11473,548
1679.389,7250,3
1679.389,1616,556
1679.389,1943,25
1679.389,8275,490
1679.389,1896,575
1682.441,3894,19
1682.441,3128,15
1682.441,7148,3
1682.441,2709,21
1682.441,9085,12
1682.441,2019,491
1682.441,44304,388
1682.441,6171,28
1682.441,6570,36
1682.441,13500,466
1682.441,6731,23
1682.441,22682,452
1682.441,6916,28
1682.441,2388,21
1682.441,19108,315
1682.441,5585,561
1685.498,7290,3
1685.498,7397,559
1685.498,4083,21
1685.498,1854,468
1685.498,1516,755
1685.498,8404,398
1685.498,3199,21
1685.498,895,354
1685.498,6177,42
1685.498,3956,25
1685.498,6671,37
1685.498,6567,519
1685.498,11518,72
1685.498,6833,3
1685.498,13196,366
1685.498,5461,558
1685.498,7091,722
1685.498,6764,3
1688.551,3209,19
1688.551,6170,28
1688.551,912,91
1688.551,6167,24
1688.551,6623,25
1688.551,6175,3
1688.551,6407,3
1688.551,6165,3
1688.551,11184,453
1688.551,6782,30
1688.551,1722,448
1688.551,7455,134
1688.551,6166,23
1688.551,20100,355
1688.551,6702,3
1691.604,6516,3
1691.604,5539,665
1691.604,12378,328
1691.604,6784,27
1691.604,3147,15
1691.604,14057,661
1691.604,9083,484
1691.604,6981,35
1691.604,2975,24
1691.604,2563,687
1691.604,6849,3
1691.604,3657,153
1691.604,7394,3
1691.604,6175,36
1691.604,3105,18
1691.604,11175,1919
1691.604,7901,3
1691.604,7059,3
1691.604,6938,565
1691.604,6172,27
1691.604,5031,72
1691.604,7506,39
1691.604,1611,326
1691.604,6931,3
1691.604,4094,34
1691.604,7760,3
1691.604,9867,392
1694.656,3030,19
1694.656,6337,28
1694.656,16603,491
1694.656,6936,35
1694.656,4959,543
1694.656,6178,30
1694.656,8575,664
1694.656,6180,24
1694.656,13791,390
1694.656,6941,27
1694.656,8906,442
1694.656,6853,3
1694.656,6188,46
1694.656,6198,200
1694.656,15502,377
1697.709,6624,32
1697.709,6743,37
1697.709,9607,25
1697.709,7045,39
1697.709,40754,542
1697.709,6178,3
1697.709,1593,421
1697.709,9786,359
1697.709,15233,664
1697.709,954,110
1697.709,10591,140
1697.709,17349,408
1697.709,1571,806
1697.709,13401,750
1697.709,5538,517
1697.709,41793,279
1700.762,22746,53
1700.762,5691,594
1700.762,6168,3
1700.762,6463,3
1700.762,1930,493
1700.762,6171,3
1700.762,2957,617
1700.762,6226,3
1700.762,1508,540
1703.818,12841,326
1703.818,3378,19
1703.818,6912,3
1703.818,6274,3
1703.818,7107,3
1703.818,7172,3
1703.818,6169,3
1703.818,6171,27
1703.818,6168,3
1703.818,5257,719
1703.818,7111,3
1703.818,892,166
1703.818,6886,138
1703.818,7443,3
1703.818,6855,3
1703.818,6953,3
1703.818,907,873
1703.818,7246,3
1703.818,6167,25
1703.818,7479,3
1703.818,10339,604
1703.818,6177,3
1703.818,3135,16
1703.818,3650,18
1703.818,4374,272
1703.818,3205,20
1703.818,6663,51
1706.871,2118,774
1706.871,6845,3
1706.871,3679,317
1706.871,7461,3
1706.871,4078,20
1706.871,7300,39
1706.871,3167,25
1706.871,9229,20
1706.871,3284,18
1706.871,31329,1
1706.871,21008,238
1706.871,6963,3
1706.871,6166,25
1706.871,4249,21
1706.871,7631,3
1706.871,6795,45
1706.871,6173,31
1706.871,6513,36
1706.871,6765,3
1706.871,3159,18
1706.871,905,574
1706.871,4141,17
1709.924,12504,463
1709.924,6077,11
1709.924,7042,42
1709.924,6627,3
1709.924,6233,3
1709.924,3101,19
1709.924,4523,21
1709.924,895,290
1709.924,3141,20
1709.924,8058,3
1709.924,6939,31
1709.924,12808,15
1709.924,10611,649
1709.924,85010,327
1709.924,6393,34
1709.924,6428,3
1709.924,6174,31
1709.924,3165,21
1709.924,7059,3
1709.924,6185,3
1709.924,8234,56
1709.924,2319,399
1712.977,6166,23
1712.977,7436,511
1712.977,924,104
1712.977,6986,27
1712.977,2942,24
1712.977,47069,121
1712.977,892,76
1712.977,13890,458
1712.977,3099,19
1712.977,7051,3
1712.977,6174,31
1712.977,7166,3
1712.977,30027,286
1712.977,952,90
1712.977,3146,19
1712.977,3808,371
1712.977,2735,14
1712.977,11785,337
1712.977,3154,18
1716.03,905,120
1716.03,6981,46
1716.03,6651,28
1716.03,3137,17
1716.03,3190,20
1716.03,11608,191
1716.03,899,26
1716.03,6166,3
1716.03,16439,391
1716.03,6170,3
1716.03,6924,3
1716.03,7193,365
1716.03,7229,3
1716.03,7542,401
1716.03,3061,15
1716.03,6201,3
1716.03,3251,521
1716.03,6342,3
1716.03,3080,21
1716.03,3121,15
1716.03,6565,25
1716.03,2995,21
1719.082,1986,661
1719.082,7427,45
1719.082,6175,31
1719.082,6167,25
1719.082,3364,35
1719.082,5362,21
1719.082,6416,29
1719.082,1634,715
1719.082,6734,31
1719.082,17837,410
1719.082,19664,357
1719.082,1501,67
1719.082,6849,39
1719.082,6558,157
1719.082,5504,130
1719.082,6504,35
1719.082,6647,37
1719.082,6325,3
1719.082,3547,480
1719.082,21226,453
1719.082,40165,220
1719.082,13963,198
1719.082,893,22
1719.082,3841,21
1719.082,1491,375
1722.139,3052,25
1722.139,2953,16
1722.139,3117,17
1722.139,3152,20
1722.139,902,405
1722.139,893,236
1722.139,6413,26
1722.139,7126,3
1722.139,7280,40
1722.139,6770,3
1722.139,2382,10
1722.139,3065,425
1725.191,9309,446
1725.191,3698,26
1725.191,7821,388
1725.191,6881,3
1725.191,7089,3
1725.191,16896,363
1725.191,4184,20
1725.191,1047,20
1725.191,7427,28
1725.191,2518,356
1725.191,6291,3
1725.191,5223,224
1725.191,6167,25
1725.191,8715,34
1725.191,6943,3
1725.191,7233,3
1725.191,7153,3
1725.191,74730,496
1725.191,7320,3
1725.191,924,78
1725.191,7475,3
1725.191,7202,3
1725.191,3469,26
1725.191,7394,3
1725.191,3065,26
1728.244,2441,282
1728.244,3381,14
1728.244,6164,3
1728.244,3127,20
1728.244,6808,3
1728.244,12319,450
1728.244,6600,27
1728.244,6199,3
1728.244,6176,25
1728.244,3123,23
1728.244,3135,18
1728.244,6734,31
1728.244,890,8
1728.244,3194,269
1728.244,11612,340
1728.244,6401,3
1728.244,6280,3
1728.244,17613,482
1728.244,6709,37
1728.244,1128,33
1728.244,3105,17
1731.297,68044,479
1731.297,57719,595
1731.297,5870,381
1731.297,893,549
1731.297,3160,20
1731.297,4316,118
1731.297,1953,1434
1731.297,4154,20
1731.297,4938,502
1731.297,6385,3
1731.297,7262,3
1731.297,912,161
1731.297,2924,13
1731.297,7177,3
1734.35,8913,216
1734.35,26643,244
1734.35,1070,118
1734.35,1010,345
1734.35,21478,653
1734.35,6271,3
1734.35,2088,427
1734.35,4044,233
1734.35,11964,574
1734.35,3060,18
1734.35,6280,29
1734.35,7087,3
1734.35,3132,17
1734.35,16307,514
1734.35,3174,31
1734.35,3111,20
1734.35,5149,155
1734.35,6899,277
1734.35,6169,35
1734.35,6721,3
1734.35,7216,3
1734.35,1071,646
1734.35,7102,3
1734.35,46514,362
1734.35,6169,3
1737.406,996,35
1737.406,22897,354
1737.406,3105,20
1737.406,5784,273
1737.406,3215,16
1737.406,10700,9
1737.406,3143,18
1737.406,3165,16
1737.406,3207,19
1737.406,9146,277
1737.406,2714,276
1737.406,6752,35
1737.406,6690,3
1737.406,6622,3
1737.406,3083,21
1737.406,6167,3
1737.406,4328,670
1737.406,6164,21
1740.459,14457,849
1740.459,3130,19
1740.459,44855,549
1740.459,4844,306
1740.459,3349,24
1740.459,6181,28
1740.459,61822,142
1740.459,6167,3
1740.459,1845,566
1740.459,895,352
1740.459,32760,51
1740.459,6170,38
1740.459,20145,365
1740.459,6184,3
1740.459,6955,3
1740.459,2769,182
1740.459,16253,746
1740.459,14670,251
1740.459,9514,30
1740.459,937,61
1740.459,33214,320
1740.459,6255,3
1740.459,7098,3
1743.512,4285,17
1743.512,8334,440
1743.512,919,133
1743.512,6870,3
1743.512,25003,3
1743.512,7597,476
1743.512,6617,372
1743.512,5767,144
1743.512,6171,25
1743.512,2878,627
1743.512,17780,298
1743.512,6370,3
1743.512,980,1
1743.512,4071,20
1743.512,3103,17
1743.512,4362,17
1743.512,3024,24
1743.512,10720,24
1743.512,16921,210
1743.512,892,265
1743.512,6644,3
1746.565,4131,199
1746.565,6917,448
1746.565,1122,162
1746.565,7110,3
1746.565,3324,418
1746.565,6171,3
1746.565,6580,3
1746.565,6166,319
1746.565,4198,20
1746.565,3066,18
1746.565,6848,26
1746.565,6202,62
1746.565,6077,12
1746.565,1088,27
1746.565,6411,29
1746.565,904,437
1746.565,49487,475
1746.565,7340,3
1746.565,28602,378
1746.565,7177,24
1746.565,4152,536
1746.565,3118,22
1746.565,6751,12
1749.618,6167,24
1749.618,10689,609
1749.618,3624,225
1749.618,3111,19
1749.618,2077,1186
1749.618,7228,3
1749.618,77060,475
1749.618,6944,35
1749.618,1553,614
1749.618,6181,3
1749.618,6834,247
1749.618,7196,31
1749.618,6169,26
1749.618,6167,3
1749.618,6637,27
1749.618,6165,23
1749.618,3115,17
1749.618,8603,468
1749.618,904,98
1749.618,6170,3
1749.618,7068,3
1749.618,6170,29
1749.618,1616,419
1749.618,15488,212
1749.618,6911,3
1752.67,6173,3
1752.67,6488,3
1752.67,4439,337
1752.67,13744,399
1752.67,7478,3
1752.67,23287,223
1752.67,917,29
1752.67,7058,3
1752.67,18881,457
1752.67,3211,15
1752.67,7845,215
1752.67,7718,221
1752.67,3129,22
1752.67,12218,126
1752.67,3137,21
1752.67,15937,438
1752.67,32754,270
1752.67,6311,52
1752.67,16143,288
1752.67,5064,270
1752.67,6168,3
1752.67,10358,325
1752.67,3110,19
1752.67,8720,820
1752.67,3143,21
1755.727,1133,637
1755.727,6326,3
1755.727,6511,565
1755.727,6535,28
1755.727,11586,132
1755.727,7043,40
1755.727,2972,19
1755.727,3143,24
1755.727,3142,16
1755.727,3614,471
1755.727,4566,366
1755.727,6182,254
1755.727,6279,42
1755.727,6842,24
1755.727,71165,238
1755.727,6764,27
1755.727,8507,3
1755.727,2471,263
1755.727,15192,1004
1755.727,6167,3
1755.727,3227,20
1755.727,3146,23
1755.727,6268,580
1755.727,3143,16
1755.727,4669,153
1755.727,1948,310
1755.727,6559,26
1755.727,6169,3
1758.78,4226,18
1758.78,7311,303
1758.78,6545,3
1758.78,3386,15
1758.78,7482,3
1758.78,901,377
1758.78,6597,3
1758.78,10293,428
1758.78,897,557
1758.78,18465,336
1758.78,10524,345
1758.78,5434,20
1758.78,1173,403
1758.78,3105,20
1758.78,8205,3
1758.78,4875,15
1758.78,904,538
1758.78,6174,31
1758.78,6344,3
1758.78,4212,22
1758.78,894,589
1758.78,20743,516
1758.78,6173,31
1758.78,4101,25
1758.78,11426,389
1758.78,19552,92
1758.78,4394,25
1761.832,6504,35
1761.832,6758,44
1761.832,10159,273
1761.832,7364,3
1761.832,14849,431
1761.832,1788,102
1761.832,6165,3
1761.832,15683,202
1761.832,6973,3
1761.832,6942,38
1761.832,8305,13
1761.832,3306,16
1761.832,3172,18
1761.832,7097,3
1761.832,6168,3
1761.832,27273,334
1761.832,7007,46
1761.832,6565,3
1761.832,10267,286
1761.832,3155,17
1761.832,6167,25
1764.885,3157,22
1764.885,3821,584
1764.885,7229,33
1764.885,6511,3
1764.885,6168,25
1764.885,1215,144
1764.885,1989,360
1764.885,3105,16
1764.885,15802,362
1764.885,3524,459
1764.885,1057,155
1764.885,944,277
1764.885,7036,26
1764.885,6495,3
1764.885,7422,3
1764.885,6177,33
1764.885,6169,3
1764.885,6173,29
1764.885,5856,295
1764.885,33290,605
1767.938,6770,38
1767.938,6546,3
1767.938,9733,692
1767.938,6425,3
1767.938,6168,3
1767.938,6511,3
1767.938,6809,26
1767.938,7312,3
1767.938,26541,699
1767.938,991,239
1767.938,3247,18
1767.938,6175,3
1767.938,3544,18
1767.938,6165,3
1767.938,3152,19
1767.938,2782,663
1767.938,6874,38
1767.938,2909,350
1767.938,6923,3
1767.938,6490,3
1767.938,8239,3
1767.938,3698,390
1767.938,3873,179
1770.991,20758,434
1770.991,7063,3
1770.991,6578,384
1770.991,6634,3
1770.991,6169,26
1770.991,15152,212
1770.991,5450,426
1770.991,1778,177
1770.991,7156,686
1770.991,59869,520
1770.991,2527,501
1770.991,6175,28
1770.991,3169,23
1770.991,6168,25
1770.991,6517,28
1774.047,6164,3
1774.047,6187,3
1774.047,6972,25
1774.047,3101,14
1774.047,7345,427
1774.047,10844,513
1774.047,6195,3
1774.047,6756,3
1774.047,6731,40
1774.047,3584,487
1774.047,24233,428
1774.047,893,233
1774.047,11807,611
1774.047,1047,220
1774.047,8870,3
1774.047,6846,3
1774.047,17659,808
1777.1,5411,215
1777.1,6340,26
1777.1,6348,3
1777.1,7255,35
1777.1,5116,338
1777.1,7013,25
1777.1,6768,3
1777.1,1704,389
1777.1,3194,20
1777.1,6473,3
1777.1,6715,24
1777.1,8124,3
1777.1,6172,3
1777.1,1362,289
1777.1,7007,3
1777.1,12521,601
1777.1,7624,3
1777.1,85342,479
1777.1,1726,342
1777.1,21175,507
1777.1,26949,444
1777.1,7140,3
1777.1,14352,55
1780.153,2802,726
1780.153,6944,41
1780.153,15576,325
1780.153,11117,304
1780.153,905,195
1780.153,6449,35
1780.153,3116,20
1780.153,6172,3
1780.153,7529,3
1780.153,5210,354
1780.153,6207,3
1780.153,7096,3
1780.153,1062,39
1780.153,1209,106
1780.153,4052,377
1780.153,11608,409
1780.153,3455,281
1780.153,30478,324
1780.153,6831,3
1780.153,3153,26
1780.153,7399,3
1783.205,8773,565
1783.205,1288,201
1783.205,6881,1996
1783.205,6859,3
1783.205,6169,27
1783.205,6651,3
1783.205,897,393
1783.205,6729,28
1783.205,6478,26
1783.205,6665,39
1783.205,6144,121
1783.205,13705,269
1783.205,6938,25
1783.205,3121,19
1783.205,6644,30
1783.205,14767,173
1786.258,4083,19
1786.258,5135,297
1786.258,19729,432
1786.258,6872,28
1786.258,7155,352
1786.258,6624,42
1786.258,13125,265
1786.258,7232,3
1786.258,6171,3
1786.258,18605,825
1786.258,6297,3
1786.258,6168,3
1786.258,25534,247
1789.315,7195,3
1789.315,72031,423
1789.315,1973,1105
1789.315,6893,3
1789.315,3208,19
1789.315,25455,423
1789.315,3050,19
1789.315,4526,18
1789.315,7362,23
1789.315,3412,23
1789.315,8047,457
1789.315,13759,445
1789.315,6169,26
1789.315,6168,25
1789.315,3136,19
1789.315,6327,3
1789.315,25382,335
1789.315,14405,587
1789.315,4584,388
1789.315,1229,262
1789.315,6172,41
1789.315,7841,3
1789.315,11656,614
1789.315,22090,93
1789.315,23365,297
1792.368,894,354
1792.368,92079,1
1792.368,5432,542
1792.368,7210,41
1792.368,6175,3
1792.368,3225,15
1792.368,8370,3
1792.368,5380,642
1792.368,7049,40
1792.368,6169,29
1792.368,6961,24
1792.368,8962,434
1792.368,907,482
1792.368,7146,346
1792.368,7867,3
1792.368,7220,3
1792.368,7025,3
1792.368,6765,26
1792.368,7717,3
1792.368,7376,3
1792.368,3139,16
1792.368,3119,19
1795.42,6172,3
1795.42,6801,3
1795.42,23334,479
1795.42,6168,28
1795.42,6394,3
1795.42,6996,3
1795.42,8334,440
1795.42,8344,32
1795.42,14552,297
1795.42,3100,15
1795.42,6312,3
1795.42,7968,3
1795.42,5639,744
1795.42,8280,358
1795.42,7114,3
1795.42,4708,446
1795.42,19631,327
1795.42,9421,386
1795.42,4064,18
1795.42,3154,19
1795.42,3172,17
1795.42,7084,28
1795.42,75242,384
1798.473,7530,3
1798.473,8946,307
1798.473,6814,3
1798.473,37347,559
1798.473,901,64
1798.473,17392,507
1798.473,6675,3
1798.473,6279,3
1798.473,894,370
1798.473,6065,172
1798.473,3114,16
1798.473,14348,396
1798.473,4014,17
1798.473,5413,420
1801.526,899,537
1801.526,25557,70
1801.526,6669,3
1801.526,3450,588
1801.526,6793,3
1801.526,10814,403
1801.526,6955,3
1801.526,4361,22
1801.526,14332,250
1801.526,8079,466
1801.526,16846,601
1801.526,6709,37
1801.526,7342,3
1801.526,7567,3
1801.526,7423,3
1801.526,13921,369
1801.526,14411,54
1801.526,12977,453
1801.526,3866,17
1801.526,2992,17
1801.526,6602,3
1804.579,1437,458
1804.579,1112,28
1804.579,3113,21
1804.579,3179,17
1804.579,3165,19
1804.579,24480,387
1804.579,1993,290
1804.579,17142,213
1804.579,15234,319
1804.579,7829,3
1804.579,6508,3
1804.579,16063,359
1807.635,6929,3
1807.635,4728,417
1807.635,895,647
1807.635,6951,39
1807.635,3185,26
1807.635,6168,25
1807.635,6736,3
1807.635,7272,3
1807.635,18384,421
1807.635,1353,389
1807.635,6376,26
1807.635,13573,311
1807.635,31122,214
1807.635,6578,3
1807.635,2465,367
1807.635,6173,26
1807.635,7684,3
1807.635,4434,493
1807.635,5832,283
1807.635,17094,360
1807.635,7528,3
1807.635,14812,1072
1807.635,6566,3
1810.688,12359,378
1810.688,1193,333
1810.688,3268,15
1810.688,12330,531
1810.688,893,437
1810.688,7422,3
1810.688,6602,3
1810.688,891,386
1810.688,4372,864
1810.688,6370,3
1810.688,9550,37
1810.688,3297,244
1810.688,2870,491
1810.688,1599,380
1810.688,4150,19
1810.688,12125,336
1810.688,913,396
1810.688,6196,737
1810.688,4043,20
1810.688,3141,19
1810.688,2433,208
1813.741,6168,3
1813.741,6211,3
1813.741,1839,119
1813.741,3118,20
1813.741,3120,19
1813.741,3139,22
1813.741,6349,30
1813.741,2960,463
1813.741,14217,262
1813.741,8761,7
1813.741,4510,367
1813.741,3171,21
1813.741,14525,116
1813.741,3135,16
1813.741,9357,850
1813.741,4559,425
1813.741,3448,58
1813.741,10971,419
1813.741,25613,624
1813.741,7699,3
1813.741,6945,3
1813.741,8548,457
1813.741,931,23
1813.741,5421,250
1816.794,14013,549
1816.794,6535,28
1816.794,6699,3
1816.794,6167,3
1816.794,28989,301
1816.794,894,515
1816.794,17696,168
1816.794,3455,470
1816.794,12073,275
1816.794,6134,400
1816.794,6204,3
1816.794,4091,396
1816.794,6798,3
1816.794,7591,1120
1816.794,11517,611
1816.794,2805,704
1816.794,25025,523
1816.794,23532,436
1816.794,6181,3
1816.794,6852,3
1816.794,1015,445
1816.794,3154,22
1816.794,3136,21
1816.794,4041,17
1819.846,4017,18
1819.846,4042,20
1819.846,7040,228
1819.846,3302,20
1819.846,6880,3
1819.846,3166,23
1819.846,24586,466
1819.846,24363,416
1819.846,3143,20
1819.846,6963,30
1819.846,4171,18
1819.846,1487,459
1819.846,2123,25
1819.846,3107,21
1819.846,7104,24
1819.846,6180,3
1819.846,12595,350
1819.846,3124,16
1819.846,6678,3
1819.846,6552,3
1819.846,7324,3
1819.846,4834,18
1819.846,6166,23
1819.846,6799,26
1819.846,3200,19
1819.846,6170,3
1819.846,2978,20
1819.846,7088,26
1819.846,6660,27
1819.846,3810,530
1822.899,1723,488
1822.899,8332,237
1822.899,4130,22
1822.899,12683,3
1822.899,6167,3
1822.899,3303,20
1822.899,922,528
1822.899,2077,487
1822.899,1051,251
1822.899,6952,428
1822.899,7280,3
1822.899,5859,224
1822.899,6189,3
1822.899,6508,3
1822.899,6189,3
1822.899,6717,3
1822.899,7473,3
1822.899,6169,26
1822.899,3182,16
1825.952,3637,171
1825.952,12452,370
1825.952,1040,329
1825.952,14332,309
1825.952,894,406
1825.952,12667,370
1825.952,3158,18
1825.952,7308,29
1825.952,6168,27
1825.952,6892,30
1825.952,3184,24
1825.952,935,481
1825.952,3143,19
1825.952,21878,415
1825.952,898,575
1825.952,6915,29
1825.952,6689,3
1825.952,6482,3
1829.008,7145,3
1829.008,7332,3
1829.008,6627,3
1829.008,2809,305
1829.008,7995,46
1829.008,8141,413
1829.008,3119,17
1829.008,2356,327
1829.008,8047,54
1829.008,9169,328
1829.008,5698,255
1829.008,6918,24
1829.008,24728,697
1829.008,6775,28
1829.008,3333,21
1829.008,5155,331
1829.008,3145,17
1829.008,6828,40
1829.008,10114,122
1829.008,3292,22
1829.008,6286,3
1829.008,6594,3
1829.008,6168,27
1829.008,9578,543
1832.061,30327,368
1832.061,7182,3
1832.061,3097,530
1832.061,3112,16
1832.061,3152,24
1832.061,3117,16
1832.061,1093,179
1832.061,6925,32
1832.061,12185,499
1832.061,13900,562
1835.114,3067,22
1835.114,6592,3
1835.114,6908,197
1835.114,6752,29
1835.114,8781,215
1835.114,1574,652
1835.114,13626,475
1835.114,8408,32
1835.114,9346,416
1835.114,4700,318
1835.114,33045,492
1835.114,7211,3
1835.114,16917,567
1835.114,9234,1052
1835.114,22711,503
1835.114,7227,3
1835.114,22284,321
1835.114,9408,496
1835.114,3772,285
1835.114,896,124
1835.114,12124,133
1835.114,14232,304
1838.167,7008,3
1838.167,8353,411
1838.167,6734,3
1838.167,3130,21
1838.167,13981,411
1838.167,897,286
1838.167,7133,26
1838.167,7012,511
1838.167,3285,19
1838.167,5379,412
1838.167,7930,583
1838.167,3136,17
1838.167,7309,48
1838.167,3327,21
1838.167,4080,20
1838.167,6554,28
1838.167,2064,336
1838.167,7407,34
1838.167,25759,423
1838.167,6601,3
1838.167,3395,22
1838.167,6319,3
1838.167,6760,3
1838.167,6166,22
1838.167,7062,176
1838.167,3048,20
1838.167,8073,469
1841.223,6148,118
1841.223,3148,24
1841.223,931,18
1841.223,19965,51
1841.223,6171,28
1841.223,6512,51
1841.223,13184,366
1841.223,60155,383
1841.223,6178,3
1841.223,21005,189
1841.223,6455,3
1841.223,6167,24
1841.223,6303,3
1841.223,22075,515
1841.223,3131,17
1841.223,6324,3
1841.223,6175,29
1841.223,6358,3
1841.223,11925,269
1841.223,3135,17
1841.223,6829,3
1841.223,7181,24
1841.223,9408,174
1841.223,7761,3
1841.223,7247,3
1841.223,5917,102
1841.223,6174,30
1841.223,1012,590
1844.272,5389,519
1844.272,5995,208
1844.272,7108,37
1844.272,2976,22
1844.272,6545,26
1844.272,6183,3
1844.272,1832,32
1844.272,3155,22
1844.272,28534,497
1844.272,6177,3
1844.272,3132,130
1844.272,1047,57
1844.272,6600,3
1844.272,4237,24
1844.272,6728,3
1844.272,6742,39
1844.272,3740,409
1844.272,9100,194
1847.329,35617,300
1847.329,3714,481
1847.329,9591,38
1847.329,6169,3
1847.329,6166,23
1847.329,6169,27
1847.329,3040,623
1847.329,6182,41
1847.329,10226,2000
1847.329,26154,11
1847.329,6441,3
1847.329,6558,3
1847.329,890,8
1847.329,1064,61
1847.329,8233,3
1847.329,3013,16
1847.329,15051,347
1847.329,6172,28
1847.329,3052,17
1847.329,6551,28
1847.329,1930,18
1847.329,13170,623
1847.329,6171,29
1847.329,6205,3
1847.329,6370,3
1847.329,6433,3
1847.329,7446,617
1850.382,3144,18
1850.382,2138,406
1850.382,2924,13
1850.382,6214,3
1850.382,6169,3
1850.382,19280,535
1850.382,2660,524
1850.382,12159,437
1850.382,1176,93
1850.382,7579,3
1850.382,4333,18
1850.382,3152,22
1850.382,7605,3
1850.382,6175,33
1850.382,2559,639
1850.382,1665,1371
1850.382,6303,46
1850.382,931,21
1850.382,6629,3
1850.382,6473,3
1850.382,7046,3
1853.434,4408,344
1853.434,8025,61
1853.434,6168,24
1853.434,6953,3
1853.434,27359,8
1853.434,1389,458
1853.434,2880,535
1853.434,981,168
1853.434,12124,670
1853.434,4156,20
1853.434,6168,3
1853.434,6926,3
1853.434,28975,425
1853.434,3520,662
1853.434,6961,29
1853.434,2979,28
1856.487,3143,17
1856.487,13063,418
1856.487,6786,3
1856.487,26464,65
1856.487,6844,3
1856.487,6927,3
1856.487,6514,29
1856.487,4101,22
1856.487,6978,3
1856.487,3093,17
1856.487,7081,3
1856.487,894,416
1856.487,5158,533
1856.487,6970,80
1856.487,894,357
1856.487,15030,268
1856.487,897,244
1856.487,6217,3
1856.487,6317,3
1859.544,7650,3
1859.544,7323,3
1859.544,20858,219
1859.544,6535,23
1859.544,7083,504
1859.544,45502,1848
1859.544,906,462
1859.544,5695,281
1859.544,8207,351
1859.544,9527,355
1859.544,6900,29
1859.544,17049,334
1859.544,1079,168
1859.544,6820,25
1859.544,13283,432
1859.544,3127,20
1859.544,4124,19
1859.544,3136,20
1862.596,3105,20
1862.596,6993,3
1862.596,14194,453
1862.596,19609,922
1862.596,7132,31
1862.596,9099,300
1862.596,1193,122
1862.596,40754,490
1862.596,6629,3
1862.596,6443,3
1862.596,5258,356
1862.596,11555,301
1862.596,4156,20
1862.596,3159,26
1862.596,3153,25
1862.596,18115,243
1862.596,1416,347
1862.596,7132,29
1865.649,3195,21
1865.649,6795,3
1865.649,15738,289
1865.649,6938,3
1865.649,5039,509
1865.649,6172,34
1865.649,7147,33
1865.649,6173,31
1865.649,20010,180
1865.649,4744,106
1865.649,4202,143
1865.649,6183,3
1865.649,3107,20
1865.649,12151,345
1865.649,6167,24
1865.649,26252,446
1865.649,3486,496
1865.649,98568,693
1868.702,14665,408
1868.702,2729,674
1868.702,92098,505
1868.702,907,439
1868.702,3361,18
1868.702,904,216
1868.702,3555,859
1868.702,9881,408
1868.702,2746,1390
1868.702,12940,464
1868.702,4625,18
1868.702,6167,3
1868.702,12495,482
1868.702,1043,298
1868.702,1318,220
1868.702,6410,28
1868.702,6174,33
1868.702,3066,19
1868.702,1271,445
1868.702,27495,367
1868.702,12433,579
1868.702,6168,30
1868.702,6614,26
1868.702,1445,466
1868.702,9800,370
1868.702,8104,176
1868.702,16127,48
1868.702,895,250
1868.702,6506,29
1871.755,6488,3
1871.755,2775,409
1871.755,1525,578
1871.755,11948,315
1871.755,8769,307
1871.755,1320,307
1871.755,6949,3
1871.755,897,547
1871.755,4178,21
1871.755,3296,431
1871.755,17667,183
1871.755,6569,26
1871.755,6363,3
1871.755,31269,496
1871.755,3110,18
1871.755,6015,67
1871.755,3206,26
1874.808,1581,283
1874.808,4581,338
1874.808,6183,38
1874.808,45614,488
1874.808,6165,26
1874.808,4746,390
1874.808,2465,430
1874.808,6607,3
1874.808,3967,311
1874.808,8564,400
1874.808,65265,539
1874.808,10780,366
1874.808,3635,243
1874.808,1205,341
1874.808,1390,858
1874.808,30700,282
1874.808,3973,344
1874.808,6479,1
1874.808,4365,561
1874.808,25001,315
1874.808,18849,398
1874.808,6417,930
1874.808,3171,21
1874.808,7213,3
1874.808,6328,26
1874.808,2546,840
1874.808,3120,23
1877.864,3490,22
1877.864,7409,573
1877.864,4090,20
1877.864,3136,20
1877.864,7099,3
1877.864,4317,398
1877.864,2252,324
1877.864,1297,815
1877.864,6576,3
1877.864,16604,577
1877.864,24861,695
1877.864,6359,3
1877.864,6175,3
1877.864,5086,347
1877.864,6169,3
1877.864,6311,3
1877.864,2693,307
1877.864,9352,537
1880.917,20634,404
1880.917,1781,300
1880.917,6189,3
1880.917,6868,3
1880.917,5441,252
1880.917,7057,3
1880.917,3137,21
1880.917,3194,18
1880.917,1310,368
1880.917,9843,1
1880.917,1090,35
1880.917,6400,3
1880.917,1477,814
1880.917,11207,557
1880.917,1641,342
1880.917,3929,24
1880.917,13045,317
1880.917,1286,702
1880.917,7691,3
1880.917,3146,16
1880.917,9259,62
1880.917,4070,327
1880.917,8369,348
1880.917,3385,16
1880.917,6769,3
1880.917,7205,30
1883.97,6167,24
1883.97,3135,22
1883.97,31665,342
1883.97,3509,28
1883.97,909,195
1883.97,6801,3
1883.97,4036,16
1883.97,4118,16
1883.97,6166,3
1883.97,901,13
1883.97,7309,3
1883.97,1043,325
1883.97,7415,3
1883.97,1479,545
1883.97,6164,22
1883.97,6175,31
1883.97,6170,26
1883.97,15579,463
1883.97,7957,3
1883.97,3289,17
1883.97,8554,3
1883.97,10602,626
1883.97,6171,27
1883.97,7412,3
1883.97,3119,20
1883.97,3173,23
1883.97,6247,25
1883.97,6166,3
