arrived_at,num_prefill_tokens,num_decode_tokens
647.326,6169,3
647.326,8846,356
647.326,6181,3
647.326,13253,487
647.326,6986,3
647.326,910,406
647.326,6177,3
647.326,8035,426
647.326,6169,25
647.326,6461,32
650.383,3134,19
650.383,17230,447
650.383,6174,28
650.383,7134,30
650.383,893,172
650.383,6508,40
650.383,6604,3
650.383,6910,344
650.383,6291,3
650.383,4572,258
650.383,6167,25
650.383,8850,3
650.383,5920,270
650.383,6172,29
650.383,4508,32
650.383,6167,24
650.383,3196,21
650.383,10023,324
653.436,3101,17
653.436,6223,3
653.436,1750,8
653.436,9398,1
653.436,6089,483
653.436,10883,335
653.436,3093,19
653.436,2459,591
653.436,6529,458
653.436,6585,27
653.436,6505,28
653.436,2039,566
653.436,6170,26
653.436,7151,3
653.436,6184,3
653.436,6790,34
653.436,6689,3
653.436,3077,239
653.436,6791,26
653.436,6289,209
653.436,6168,3
653.436,3113,20
653.436,6617,3
653.436,6417,1157
653.436,7277,3
656.488,9041,200
656.488,19211,568
656.488,18006,518
656.488,52638,515
656.488,4616,327
656.488,2959,24
656.488,6165,26
656.488,3121,20
656.488,1636,483
656.488,6629,23
656.488,3146,23
656.488,30112,1987
656.488,7192,25
656.488,5197,412
656.488,896,172
656.488,6878,25
656.488,6229,24
656.488,7367,33
656.488,28961,990
656.488,7009,3
656.488,7278,3
656.488,1261,331
656.488,892,414
656.488,6409,24
656.488,6543,3
659.541,2716,272
659.541,6069,402
659.541,5777,1755
659.541,1838,151
659.541,22748,550
659.541,8871,216
659.541,6431,26
659.541,3134,21
659.541,6169,23
659.541,3149,22
659.541,1374,356
659.541,3174,18
659.541,1370,394
659.541,6171,3
659.541,6093,145
659.541,9808,355
659.541,3095,19
659.541,3428,24
659.541,6569,28
659.541,3173,20
659.541,6683,27
659.541,17975,328
659.541,21896,57
659.541,2005,50
659.541,3112,16
659.541,6528,3
659.541,6424,3
659.541,901,142
659.541,11831,616
659.541,29427,390
659.541,7215,32
659.541,1545,698
662.594,27246,79
662.594,6065,368
662.594,5341,189
662.594,12179,466
662.594,7928,241
662.594,6936,3
662.594,6820,3
662.594,83232,676
662.594,6167,24
662.594,3138,18
662.594,6945,29
662.594,2233,581
662.594,6833,299
662.594,896,434
662.594,4649,142
662.594,2859,400
662.594,11183,89
662.594,31576,472
662.594,18341,572
665.647,3140,16
665.647,16079,423
665.647,15226,356
665.647,2705,453
665.647,24549,403
665.647,904,204
665.647,3156,20
665.647,4112,19
665.647,40088,869
665.647,3051,24
665.647,19065,362
665.647,6822,35
665.647,2255,491
668.703,1827,682
668.703,3619,18
668.703,15871,290
668.703,1024,482
668.703,3150,22
668.703,951,183
668.703,1834,215
668.703,10162,435
668.703,4473,568
668.703,1248,61
668.703,6401,3
668.703,6165,3
668.703,7545,165
668.703,6170,3
668.703,6273,3
668.703,3982,19
668.703,45890,557
668.703,7902,3
671.756,1325,242
671.756,8042,491
671.756,10709,337
671.756,23034,431
671.756,6171,28
671.756,3127,18
671.756,6167,25
671.756,6206,3
671.756,14215,267
671.756,5879,576
671.756,6178,39
671.756,1511,370
671.756,7381,3
671.756,1152,91
671.756,4480,334
671.756,3147,21
671.756,3378,18
671.756,7711,571
671.756,6821,3
671.756,9914,339
671.756,6898,3
671.756,9217,404
671.756,11663,460
671.756,4923,395
671.756,6822,29
674.809,3200,18
674.809,4096,19
674.809,3125,22
674.809,6318,3
674.809,5122,362
674.809,6451,3
674.809,6176,38
674.809,5753,345
674.809,19331,391
674.809,51594,297
674.809,6497,25
674.809,3164,23
674.809,3192,21
674.809,15768,592
674.809,9075,258
674.809,3998,357
674.809,8133,51
674.809,7037,38
674.809,7169,25
677.862,898,551
677.862,6212,3
677.862,9831,387
677.862,23332,375
677.862,13568,21
677.862,1764,8
677.862,5580,284
677.862,3133,19
677.862,6177,30
677.862,6169,1
680.914,6593,3
680.914,6499,3
680.914,3138,21
680.914,7065,3
680.914,3138,15
680.914,7665,3
680.914,4369,25
680.914,3165,24
680.914,1501,462
680.914,7188,3
680.914,10669,328
680.914,14151,282
680.914,3132,19
680.914,6173,3
680.914,7106,3
680.914,4240,21
680.914,1864,671
680.914,6173,27
680.914,7188,3
680.914,8810,414
680.914,20574,714
680.914,897,451
680.914,4082,18
680.914,7026,32
680.914,3252,19
683.971,6830,3
683.971,6201,30
683.971,908,472
683.971,3210,19
683.971,20620,372
683.971,932,689
683.971,9860,670
683.971,7217,22
683.971,6190,28
683.971,4042,18
683.971,3163,315
683.971,3132,16
683.971,6560,3
683.971,939,38
683.971,5757,475
683.971,895,415
683.971,6983,3
683.971,7711,42
683.971,28095,330
687.024,6170,27
687.024,5018,474
687.024,3099,17
687.024,87502,113
687.024,4141,359
687.024,933,568
687.024,6171,26
687.024,1212,642
687.024,11392,685
687.024,927,997
687.024,33582,761
687.024,18298,291
687.024,6532,27
687.024,7347,34
687.024,6168,3
690.076,5711,445
690.076,7535,3
690.076,892,226
690.076,51873,886
690.076,6711,3
690.076,3126,17
690.076,15117,292
690.076,3137,19
690.076,11231,1
690.076,28811,350
690.076,14807,402
690.076,36591,385
690.076,7906,3
690.076,5684,364
690.076,7515,40
690.076,5310,538
690.076,3323,19
690.076,6939,3
690.076,5319,384
693.129,3136,23
693.129,5947,52
693.129,3003,21
693.129,40027,470
693.129,896,280
693.129,4993,351
693.129,3137,20
693.129,6171,3
693.129,19316,68
693.129,6380,36
693.129,16174,439
693.129,6206,3
693.129,26813,197
693.129,3136,20
693.129,3284,31
693.129,7425,3
693.129,897,581
693.129,3259,17
693.129,3105,18
693.129,3178,18
693.129,8916,566
693.129,6907,47
693.129,3406,490
693.129,12189,391
693.129,6172,26
696.182,3349,20
696.182,6182,39
696.182,5128,17
696.182,17422,394
696.182,6173,3
696.182,2687,356
696.182,897,260
696.182,11720,409
696.182,7494,3
696.182,3121,16
696.182,6299,215
696.182,3160,17
696.182,7151,3
696.182,1039,271
696.182,6198,1
696.182,6197,3
696.182,6377,3
699.235,6182,25
699.235,4871,278
699.235,6178,3
699.235,3117,17
699.235,24413,1185
699.235,2963,17
699.235,3153,15
699.235,1764,8
699.235,6168,3
699.235,4079,20
699.235,2031,237
699.235,3142,24
699.235,999,347
699.235,3132,22
699.235,6165,23
699.235,6167,24
699.235,14682,203
699.235,6543,28
699.235,5115,507
699.235,6877,26
699.235,6169,28
699.235,6206,3
699.235,6992,3
699.235,6993,43
699.235,6169,40
699.235,6649,3
702.288,3926,334
702.288,3232,20
702.288,6698,3
702.288,7108,41
702.288,3125,18
702.288,7520,3
702.288,3155,17
702.288,3167,18
702.288,6173,3
702.288,20516,1204
702.288,6186,3
702.288,6166,3
702.288,6734,3
702.288,1536,263
702.288,7761,3
702.288,6706,3
702.288,2000,160
702.288,6736,3
702.288,6607,3
702.288,6167,26
702.288,7055,38
702.288,6166,26
702.288,6723,34
702.288,8757,278
702.288,27178,1
702.288,6393,3
702.288,6177,28
702.288,6839,27
702.288,891,352
705.344,7257,3
705.344,6502,3
705.344,6671,3
705.344,3284,20
705.344,990,101
705.344,11126,307
705.344,7230,42
705.344,6169,35
705.344,3118,20
705.344,6772,27
705.344,3116,19
705.344,13190,430
705.344,14642,208
705.344,7009,3
705.344,1909,278
705.344,7205,3
708.397,4602,135
708.397,7311,35
708.397,54591,285
708.397,6168,25
708.397,3112,19
708.397,6174,30
708.397,3123,20
708.397,6521,404
708.397,23139,203
708.397,2501,656
708.397,6621,33
708.397,7354,32
708.397,6177,26
708.397,3033,22
708.397,6789,3
708.397,11679,120
711.45,1227,358
711.45,6856,18
711.45,6367,3
711.45,4069,24
711.45,6169,26
711.45,7078,3
711.45,6837,440
711.45,11618,476
711.45,3209,29
711.45,8676,205
711.45,3968,20
711.45,6908,120
711.45,7008,24
711.45,4417,469
711.45,6166,23
711.45,17493,648
711.45,7873,3
711.45,18703,90
711.45,6202,3
711.45,6173,3
711.45,6997,3
711.45,12965,378
711.45,21653,62
711.45,8061,3
714.502,1454,116
714.502,3129,14
714.502,28558,451
714.502,3566,210
714.502,4507,218
714.502,16907,386
714.502,13207,58
714.502,1187,94
714.502,7294,3
714.502,6585,37
714.502,6449,28
714.502,933,147
714.502,1426,114
714.502,11703,496
714.502,66349,315
714.502,965,423
717.559,94978,440
717.559,6166,3
717.559,2171,747
717.559,6213,3
717.559,1778,8
717.559,5945,424
717.559,3308,20
717.559,5304,304
717.559,7020,3
717.559,6938,3
717.559,3166,21
717.559,6173,30
717.559,4982,271
717.559,83665,447
717.559,3150,21
717.559,4186,26
717.559,8502,376
717.559,1855,65
720.612,6519,3
720.612,6712,26
720.612,25467,672
720.612,3168,27
720.612,7162,414
720.612,14116,266
720.612,6379,3
720.612,1543,421
720.612,3151,21
720.612,6597,3
720.612,4251,20
720.612,5699,101
720.612,6745,24
720.612,7124,36
720.612,4026,245
720.612,7339,461
720.612,24514,429
723.664,6464,24
723.664,3110,23
723.664,4177,19
723.664,3138,18
723.664,19961,527
723.664,6618,3
723.664,30837,398
723.664,11572,284
723.664,4852,135
723.664,12439,411
723.664,6169,3
723.664,6808,3
723.664,9152,237
723.664,15446,406
723.664,3123,16
723.664,8643,3
723.664,4758,194
726.717,3155,19
726.717,899,485
726.717,6964,33
726.717,7052,3
726.717,12426,287
726.717,6738,27
726.717,7373,3
726.717,7004,37
726.717,893,313
726.717,7006,3
726.717,937,84
726.717,6171,3
726.717,6573,36
726.717,6175,3
726.717,1096,305
729.77,4051,338
729.77,7250,3
729.77,923,372
729.77,6263,3
729.77,18534,392
729.77,5761,205
729.77,6395,3
729.77,3136,21
729.77,3130,17
729.77,3301,19
729.77,7519,3
729.77,3145,18
729.77,6170,26
729.77,3116,18
729.77,3061,18
729.77,7335,3
729.77,18789,446
729.77,6251,562
729.77,8292,559
729.77,3137,20
729.77,7131,3
729.77,17304,273
729.77,2168,509
729.77,3167,30
729.77,11241,3
729.77,6854,34
732.823,3133,19
732.823,34947,1
732.823,6497,3
732.823,6469,29
732.823,4920,631
732.823,3149,16
732.823,8998,432
732.823,6879,22
732.823,7645,3
732.823,4666,577
732.823,6442,29
732.823,6302,3
732.823,1955,16
732.823,1223,368
732.823,6455,45
732.823,6758,3
732.823,6455,26
732.823,7566,39
732.823,6548,3
732.823,10729,31
732.823,13271,524
735.879,2786,350
735.879,12558,528
735.879,895,429
735.879,3144,23
735.879,6627,26
735.879,7151,37
735.879,6199,3
735.879,23377,338
735.879,905,395
735.879,52319,497
735.879,6457,120
735.879,7257,79
735.879,900,436
738.928,9293,329
738.928,2023,339
738.928,6378,30
738.928,9604,357
738.928,6785,29
738.928,7042,371
738.928,2261,434
738.928,6922,3
738.928,3296,23
738.928,18444,435
738.928,8473,404
741.985,28031,119
741.985,899,481
741.985,12467,71
741.985,4360,661
741.985,16779,427
741.985,2713,670
741.985,7147,3
741.985,8036,447
741.985,4980,317
741.985,6526,30
741.985,6503,363
741.985,6809,34
741.985,7047,34
741.985,6781,3
741.985,93898,464
741.985,28202,200
741.985,7079,3
741.985,7076,3
741.985,3138,18
741.985,19734,536
741.985,6206,3
741.985,1698,461
741.985,3113,22
741.985,7077,34
745.038,23424,148
745.038,3127,18
745.038,4139,31
745.038,5543,416
745.038,14031,532
745.038,3908,21
745.038,3321,19
745.038,7155,3
745.038,12681,277
745.038,11960,299
745.038,6916,36
745.038,27859,583
745.038,6174,34
745.038,6874,37
745.038,6177,3
745.038,6682,3
745.038,3077,261
745.038,6710,3
745.038,18247,562
748.09,3152,19
748.09,4015,21
748.09,6938,3
748.09,3141,24
748.09,898,659
748.09,6933,26
748.09,6168,25
748.09,3110,19
748.09,2838,689
748.09,9755,88
748.09,1793,9
748.09,12632,441
748.09,6298,24
748.09,3191,22
748.09,8297,102
748.09,6172,26
748.09,3316,24
748.09,7373,3
748.09,4326,1024
748.09,6170,28
748.09,1763,751
748.09,8731,410
748.09,32906,153
748.09,5437,373
748.09,3123,16
748.09,22561,468
748.09,7563,32
748.09,6616,3
748.09,3576,427
748.09,6170,3
748.09,6169,27
751.143,6529,4
751.143,31122,283
751.143,3977,22
751.143,4498,59
751.143,32155,664
751.143,6708,27
751.143,4482,21
751.143,6574,3
751.143,12783,84
751.143,6169,25
751.143,11825,275
751.143,7455,34
751.143,6176,3
754.2,7459,43
754.2,7171,86
754.2,6171,3
754.2,6531,3
754.2,3182,17
754.2,27490,121
754.2,3141,19
754.2,28665,34
754.2,7351,3
754.2,6966,3
754.2,897,314
754.2,4649,20
754.2,6166,23
754.2,6911,3
754.2,4903,159
754.2,3155,15
754.2,3092,26
754.2,3219,22
754.2,6339,3
754.2,3111,17
754.2,6177,32
754.2,7180,3
754.2,3177,19
754.2,6179,40
754.2,9966,3
757.252,6255,3
757.252,6629,3
757.252,6946,3
757.252,2985,27
757.252,9605,132
757.252,7463,20
757.252,29087,343
757.252,9098,3
757.252,4726,42
757.252,7004,47
757.252,3427,18
757.252,7851,3
757.252,6638,3
757.252,1066,379
757.252,18173,320
757.252,6694,36
757.252,6189,3
757.252,6464,3
757.252,12085,512
760.305,3192,29
760.305,6495,3
760.305,7050,3
760.305,3100,17
760.305,6166,22
760.305,7098,24
760.305,1337,100
760.305,6169,3
760.305,6990,1
760.305,17719,389
760.305,15861,438
760.305,9393,184
760.305,15735,466
760.305,6647,3
760.305,7944,99
763.358,1317,382
763.358,891,55
763.358,6717,3
763.358,5045,8
763.358,6582,33
763.358,19244,453
763.358,6057,663
763.358,6979,3
763.358,7127,26
763.358,4396,175
763.358,73962,280
763.358,897,357
763.358,6171,3
763.358,1029,565
763.358,14365,424
763.358,11923,459
763.358,1739,465
763.358,912,714
763.358,6957,3
763.358,23609,281
763.358,3181,27
763.358,15591,279
763.358,6592,34
763.358,6412,3
763.358,1825,203
766.411,3742,412
766.411,10037,339
766.411,2749,314
766.411,11663,110
766.411,4382,22
766.411,1338,444
766.411,2972,16
766.411,6174,30
766.411,13245,485
766.411,1424,698
766.411,6569,25
766.411,988,1298
766.411,17562,100
766.411,22444,249
766.411,6172,27
766.411,4465,111
766.411,11332,141
769.464,6901,31
769.464,6171,3
769.464,19560,226
769.464,3232,19
769.464,58301,533
769.464,6874,26
769.464,3151,18
769.464,3117,16
772.52,6190,3
772.52,9684,511
772.52,21045,476
772.52,6880,3
772.52,6173,3
772.52,6758,395
772.52,7052,3
772.52,10035,307
772.52,54416,548
772.52,1217,406
772.52,7332,3
772.52,3171,17
772.52,8800,941
772.52,6167,3
772.52,6170,30
775.573,3346,15
775.573,34757,2000
775.573,6939,52
775.573,6215,3
775.573,6671,3
775.573,15218,601
775.573,7074,3
775.573,12048,269
775.573,8879,526
775.573,3289,26
775.573,3035,21
775.573,1524,482
775.573,6619,25
775.573,6498,28
775.573,6675,3
775.573,6677,41
775.573,21703,396
778.625,9859,78
778.625,13985,746
778.625,29613,951
778.625,6195,36
778.625,6645,3
778.625,6623,3
778.625,6992,3
778.625,3971,485
778.625,6174,3
778.625,6768,3
778.625,23945,348
778.625,20784,289
778.625,6182,3
778.625,6670,3
778.625,7826,3
778.625,3133,19
778.625,12157,155
778.625,989,465
778.625,7110,3
778.625,23440,450
778.625,903,278
781.678,6352,3
781.678,7210,3
781.678,4333,513
781.678,6293,27
781.678,6170,26
781.678,10112,414
781.678,18818,81
781.678,3908,20
781.678,7079,31
781.678,7156,3
781.678,54872,368
781.678,7068,3
781.678,5234,188
781.678,6764,37
781.678,76037,404
781.678,16029,328
781.678,23520,467
781.678,7297,25
781.678,90727,508
781.678,5575,273
781.678,7064,33
784.731,6641,25
784.731,7079,28
784.731,6168,3
784.731,3234,25
784.731,6512,24
784.731,6976,27
784.731,3126,17
784.731,1251,343
784.731,6755,3
784.731,6796,3
784.731,17249,247
784.731,2600,713
784.731,40514,455
784.731,57286,791
784.731,6926,3
784.731,6578,591
784.731,6836,3
784.731,6176,3
784.731,2078,313
787.784,6412,3
787.784,6919,3
787.784,892,6
787.784,6171,3
787.784,15136,356
787.784,6172,3
787.784,2872,354
787.784,3149,17
787.784,6168,23
787.784,7186,3
787.784,6178,3
787.784,8476,520
787.784,6172,35
787.784,894,27
787.784,6257,3
787.784,6241,3
787.784,893,356
787.784,7355,3
787.784,9854,92
787.784,7074,30
787.784,16890,180
787.784,3436,24
790.84,9736,355
790.84,7100,43
790.84,52777,379
790.84,3351,17
790.84,3232,21
790.84,8891,389
790.84,916,130
790.84,7113,3
790.84,903,432
790.84,3550,275
790.84,13354,207
790.84,30656,540
790.84,6473,3
790.84,2947,17
790.84,6168,24
790.84,32783,447
790.84,11861,408
793.893,17829,456
793.893,6172,32
793.893,2996,22
793.893,3115,15
793.893,2325,24
793.893,3073,17
793.893,9743,303
793.893,3164,17
793.893,6175,3
793.893,3143,160
793.893,6756,38
793.893,6518,28
793.893,36757,144
793.893,6788,41
793.893,3149,26
796.946,6175,3
796.946,13513,481
796.946,10973,400
796.946,6689,29
796.946,11330,42
796.946,9586,161
796.946,17125,606
796.946,6169,3
796.946,18932,476
796.946,3131,15
796.946,3964,406
796.946,33505,186
796.946,897,10
796.946,898,332
796.946,6169,3
796.946,1896,437
796.946,30613,333
796.946,6553,28
796.946,6844,3
796.946,14954,578
796.946,6170,3
799.999,44060,437
799.999,6169,3
799.999,897,259
799.999,5261,240
799.999,1904,120
799.999,11078,381
799.999,6937,26
799.999,3182,21
799.999,18139,620
799.999,6168,25
799.999,3163,19
799.999,14531,596
799.999,7290,44
799.999,6171,28
803.052,8733,3
803.052,6169,25
803.052,6614,3
803.052,6623,3
803.052,6835,33
803.052,6513,25
803.052,6892,23
803.052,4844,335
803.052,29030,520
803.052,7513,3
803.052,10100,145
803.052,3150,18
803.052,17733,110
803.052,33063,446
803.052,6199,3
803.052,120475,338
803.052,6744,3
803.052,7307,507
803.052,24160,479
803.052,3124,20
803.052,3043,20
803.052,6527,25
803.052,18837,169
806.108,1394,284
806.108,8066,3
806.108,6168,3
806.108,6862,3
806.108,6184,3
806.108,6441,29
806.108,37716,446
806.108,3113,21
806.108,7179,286
806.108,6170,25
806.108,12996,336
806.108,7324,29
809.161,11625,216
809.161,8943,345
809.161,41485,473
809.161,1514,808
809.161,6503,31
809.161,6169,3
809.161,927,57
809.161,16030,503
809.161,13229,33
809.161,1432,674
809.161,8452,385
809.161,12492,461
809.161,6190,3
809.161,13008,397
809.161,6716,3
809.161,8335,3
809.161,45680,400
809.161,10925,461
809.161,6183,3
812.214,33066,278
812.214,8440,367
812.214,1400,663
812.214,4476,190
812.214,22095,701
812.214,5131,338
812.214,895,365
812.214,11006,612
812.214,4751,301
812.214,18241,286
815.266,6755,3
815.266,1812,416
815.266,4298,26
815.266,6194,3
815.266,910,59
815.266,896,208
815.266,66727,350
815.266,29617,438
815.266,13153,474
815.266,13905,235
815.266,12214,396
815.266,8136,453
815.266,6169,26
815.266,12187,327
815.266,17684,313
815.266,895,63
815.266,3935,456
818.319,6706,3
818.319,6738,3
818.319,2986,16
818.319,3142,18
818.319,902,364
818.319,8381,310
818.319,3010,23
818.319,904,361
818.319,6574,3
818.319,1634,380
818.319,2567,624
818.319,40593,459
818.319,10510,332
818.319,2937,1079
818.319,3142,26
818.319,6166,23
818.319,15489,709
818.319,1390,483
818.319,6224,3
818.319,902,280
818.319,1343,482
818.319,895,328
821.375,7505,417
821.375,7298,346
821.375,10359,439
821.375,16662,198
821.375,14131,499
821.375,10539,217
821.375,8178,412
821.375,6176,31
821.375,6767,35
821.375,7079,3
821.375,8727,3
821.375,4991,396
821.375,12474,363
821.375,3165,18
821.375,2997,18
821.375,5019,341
824.428,7112,3
824.428,4394,579
824.428,6245,34
824.428,12578,567
824.428,5006,413
824.428,6808,31
824.428,3131,19
824.428,12530,495
824.428,897,254
824.428,3222,383
824.428,6936,27
824.428,8868,582
824.428,14279,817
824.428,7113,379
824.428,29069,184
824.428,14170,407
824.428,7342,41
824.428,1900,471
824.428,6866,3
824.428,895,359
824.428,18185,494
824.428,7182,3
824.428,3122,20
824.428,28964,738
824.428,6214,3
827.481,6174,3
827.481,12917,368
827.481,5886,204
827.481,6552,25
827.481,1666,847
827.481,6435,26
827.481,3098,20
827.481,6886,3
827.481,7088,3
827.481,1433,430
827.481,3118,18
827.481,3150,21
827.481,5901,356
827.481,23050,604
827.481,32294,589
827.481,10467,718
827.481,4175,106
827.481,6549,3
827.481,10882,504
827.481,52166,22
827.481,7736,3
827.481,6172,26
827.481,6935,25
827.481,3129,16
827.481,3135,19
827.481,2980,21
827.481,6688,3
827.481,6884,27
827.481,8342,400
827.481,9896,3
827.481,7153,3
827.481,3127,20
827.481,6178,28
827.481,6673,23
827.481,2763,405
830.534,32112,2000
830.534,6167,23
830.534,3206,20
830.534,6609,34
830.534,6423,3
830.534,6166,25
830.534,6164,3
830.534,6446,3
830.534,12899,566
830.534,7726,320
830.534,3105,19
830.534,13675,275
830.534,7121,3
830.534,3145,19
830.534,6170,28
830.534,19810,668
830.534,6438,3
830.534,6166,23
833.587,3146,19
833.587,3133,16
833.587,9288,632
833.587,4294,33
833.587,6167,3
833.587,898,98
833.587,2051,260
833.587,10304,588
833.587,896,333
833.587,7579,1275
833.587,7778,521
833.587,16554,483
833.587,4134,575
833.587,22204,569
833.587,1825,18
833.587,6734,3
836.64,894,538
836.64,1438,758
836.64,6170,3
836.64,6169,25
836.64,6172,29
836.64,6289,3
836.64,6809,3
836.64,17666,414
836.64,9677,398
836.64,6172,35
836.64,6175,31
836.64,2816,106
836.64,25309,732
836.64,6946,25
836.64,6884,3
836.64,6546,23
836.64,7002,3
836.64,7133,3
836.64,6823,3
836.64,7382,3
836.64,6175,28
836.64,2743,601
836.64,890,24
836.64,7775,3
836.64,8905,306
836.64,7229,45
836.64,909,362
836.64,6171,27
836.64,891,31
836.64,7098,44
836.64,4698,436
836.64,26048,494
839.696,19250,371
839.696,7501,3
839.696,6167,26
839.696,6185,31
839.696,6519,3
839.696,6509,3
839.696,6164,3
839.696,5102,326
839.696,3153,17
839.696,3162,18
839.696,6514,35
839.696,14010,230
842.749,7293,3
842.749,6210,3
842.749,15880,260
842.749,8449,260
842.749,6176,29
842.749,2941,20
842.749,945,1
842.749,968,659
842.749,6206,35
842.749,3138,21
842.749,7705,3
842.749,6934,3
845.802,6235,3
845.802,896,66
845.802,6167,3
845.802,894,451
845.802,6197,61
845.802,1296,356
845.802,6172,29
845.802,6165,23
845.802,2948,23
845.802,37452,403
845.802,3907,516
845.802,951,298
845.802,6177,30
845.802,6434,1
845.802,6165,3
845.802,6191,740
845.802,25388,74
845.802,6701,33
845.802,6165,24
845.802,6655,3
845.802,6174,3
845.802,6939,30
845.802,6503,3
845.802,7099,3
845.802,6649,42
845.802,2947,17
845.802,6942,33
848.854,6167,24
848.854,6492,28
848.854,6992,24
848.854,6512,3
848.854,6321,3
848.854,9129,176
848.854,6611,3
848.854,6309,99
848.854,6172,25
848.854,6216,27
848.854,5553,207
848.854,7143,24
848.854,2123,565
851.907,14014,450
851.907,7667,3
851.907,6738,370
851.907,6167,3
851.907,6167,3
851.907,5392,121
851.907,6164,3
851.907,8322,3
851.907,6835,3
851.907,3133,18
851.907,6166,3
851.907,6166,3
851.907,1464,666
851.907,3164,18
851.907,7160,3
851.907,3409,525
851.907,6167,24
851.907,3191,18
854.96,6167,24
854.96,6169,25
854.96,7733,3
854.96,7217,3
854.96,2568,177
854.96,31656,97
854.96,3155,19
854.96,6173,31
854.96,38331,319
854.96,6166,35
854.96,6179,46
854.96,15740,467
854.96,15584,713
854.96,893,401
854.96,6174,28
854.96,893,223
854.96,6452,25
854.96,2760,165
854.96,9066,225
854.96,16762,387
854.96,7075,33
858.013,34444,539
858.013,4144,19
858.013,6169,26
858.013,20157,597
858.013,892,369
858.013,5096,140
858.013,6637,3
858.013,7260,3
861.069,1037,98
861.069,9959,3
861.069,916,670
861.069,25733,263
861.069,29262,178
861.069,7901,3
861.069,6659,3
861.069,6510,27
861.069,6193,3
861.069,890,8
861.069,6167,3
861.069,3133,16
861.069,1601,317
861.069,3151,15
861.069,2964,285
861.069,35316,248
861.069,3181,17
861.069,6169,26
861.069,6337,420
861.069,3135,17
864.122,6171,3
864.122,6767,25
864.122,6731,24
864.122,6170,25
864.122,8929,3
864.122,3124,17
864.122,6767,36
864.122,6705,3
864.122,6570,28
864.122,118436,388
864.122,1040,93
864.122,4975,314
867.175,27590,437
867.175,5521,370
867.175,5039,308
867.175,954,183
867.175,3130,21
867.175,5041,395
867.175,3063,18
867.175,1490,257
867.175,78919,41
867.175,4521,445
867.175,20311,259
867.175,7016,3
867.175,6198,3
867.175,7206,3
867.175,7319,3
867.175,900,453
867.175,3180,20
867.175,890,309
867.175,1465,544
867.175,2924,13
870.227,6658,25
870.227,7259,3
870.227,6891,3
870.227,25199,501
870.227,920,592
870.227,9221,860
870.227,6316,3
870.227,3490,462
870.227,28523,428
870.227,7282,3
870.227,6202,3
870.227,6167,25
870.227,4216,25
870.227,7001,47
870.227,3155,18
870.227,7688,3
870.227,6168,26
870.227,8556,3
870.227,6782,30
870.227,4329,23
873.284,3140,18
873.284,4233,31
873.284,35751,42
873.284,6676,3
873.284,3132,29
873.284,6667,27
873.284,11837,450
873.284,3170,63
873.284,22109,65
873.284,3770,24
873.284,6871,26
873.284,111483,538
873.284,29137,280
873.284,6596,3
873.284,20447,476
873.284,10285,412
876.337,10025,309
876.337,3208,18
876.337,7584,576
876.337,6172,30
876.337,1850,19
876.337,2338,87
876.337,3767,320
876.337,6936,25
876.337,6171,3
876.337,5712,457
876.337,3106,19
879.39,7437,88
879.39,3368,25
879.39,3193,17
879.39,1157,488
879.39,3154,24
879.39,7160,3
879.39,6458,3
879.39,6634,34
879.39,3000,29
879.39,24445,218
879.39,1233,251
879.39,6912,25
879.39,6924,34
879.39,6631,3
879.39,6192,3
882.442,17407,117
882.442,7209,3
882.442,33524,457
882.442,11414,47
882.442,7811,23
882.442,9306,14
882.442,6167,3
882.442,4914,21
882.442,6172,3
882.442,11634,270
882.442,3150,16
882.442,6182,3
882.442,7159,487
882.442,7096,3
885.495,25875,373
885.495,6841,3
885.495,6732,3
885.495,31926,244
885.495,16205,310
885.495,4905,571
885.495,7217,29
885.495,9702,271
885.495,1331,386
885.495,3249,19
885.495,15979,468
885.495,5543,406
885.495,3230,41
885.495,3967,193
885.495,27268,3
888.548,13289,321
888.548,6600,3
888.548,7607,3
888.548,16205,767
888.548,6561,3
888.548,6180,314
888.548,22245,272
888.548,5765,515
888.548,6382,3
888.548,6628,3
888.548,15695,558
888.548,7052,3
888.548,3106,15
891.604,9509,97
891.604,20005,427
891.604,7109,3
891.604,4882,229
891.604,6284,3
891.604,6693,3
891.604,3120,24
891.604,5409,361
894.657,3693,19
894.657,7057,3
894.657,9318,1
894.657,893,415
894.657,3151,17
894.657,3102,20
894.657,6166,22
894.657,7345,366
894.657,7522,37
894.657,6205,538
894.657,5913,329
894.657,6981,3
894.657,6184,3
897.71,34442,403
897.71,2755,472
897.71,15768,458
897.71,893,506
897.71,6167,3
897.71,6833,3
897.71,7518,323
897.71,1905,393
897.71,3168,19
897.71,30616,828
897.71,892,365
897.71,6403,25
897.71,4251,371
897.71,6577,223
897.71,3140,25
897.71,7195,344
897.71,6834,27
900.763,4109,330
900.763,14897,145
900.763,6198,3
900.763,5054,664
900.763,7804,452
900.763,8383,467
900.763,17416,367
900.763,13883,427
900.763,24312,60
900.763,16857,397
900.763,892,1
900.763,7266,250
900.763,4735,216
900.763,6230,3
900.763,8845,341
900.763,8965,3
900.763,19681,573
900.763,11880,135
900.763,8380,604
900.763,6575,3
900.763,938,605
903.816,6432,406
903.816,7788,3
903.816,20823,425
903.816,3174,16
903.816,3107,15
903.816,3151,19
903.816,1008,73
903.816,7266,3
903.816,3132,17
903.816,6205,3
903.816,3110,17
903.816,3126,21
903.816,6191,3
